"name"
"Richard Jaeckel"
"Mick Jagger"
"Brion James"
"Jenna Jameson"
"Marianne Jean-Baptiste"
"Michelle Johnson"
"Angelina Jolie"
"Terry Jones"
"Madeline Kahn"
"Janusz Kaminski"
"Carol Kane"
"Mitzi Kapture"
"Shekhar Kapur"
"Tchéky Karyo"
"Lawrence Kasdan"
"William Katt"
"Andy Kaufman"
"Julie Kavner"
"Danny Kaye"
"Elia Kazan"
"Catherine Keener"
"Brian Keith"
"David Keith"
"Sally Kellerman"
"DeForest Kelley"
"George Kennedy"
"Persis Khambatta"
"Richard Kiel"
"Udo Kier"
"Krzysztof Kieslowski"
"Ben Kingsley"
"Greg Kinnear"
"Klaus Kinski"
"Takeshi Kitano"
"Jack Klugman"
"Wayne Knight"
"Charlie Korsmo"
"Yaphet Kotto"
"Kris Kristofferson"
"Lisa Kudrow"
"Swoosie Kurtz"
"Emir Kusturica"
"Neil LaBute"
"Anthony LaPaglia"
"Cheryl Ladd"
"Christine Lahti"
"Ricki Lake"
"Hedy Lamarr"
"Lorenzo Lamas"
"Martin Landau"
"Michael Landon"
"Nathan Lane"
"Jessica Lange"
"Frank Langella"
"Angela Lansbury"
"Queen Latifah"
"Charles Laughton"
"Piper Laurie"
"Martin Lawrence"
"Matt LeBlanc"
"Kelly LeBrock"
"James Le Gros"
"Cloris Leachman"
"Denis Leary"
"Virginie Ledoyen"
"Jason Scott Lee"
"Janet Leigh"
"Kay Lenz"
"Elmore Leonard"
"Sergio Leone"
"Jared Leto"
"David Letterman"
"Barry Levinson"
"Charlotte Lewis"
"Jerry Lewis"
"Jet Li"
"Laura Linney"
"Tom Lister Jr."
"John Lithgow"
"Cleavon Little"
"Robyn Lively"
"June Lockhart"
"Carole Lombard"
"Shelley Long"
"Tina Louise"
"Courtney Love"
"Linda Lovelace"
"Jon Lovitz"
"Myrna Loy"
"Sidney Lumet"
"John Lynch"
"Kelly Lynch"
"Paul Lynde"
"Adrian Lyne"
"Melanie Lynskey"
"Kyle MacLachlan"
"Peter MacNicol"
"Ralph Macchio"
"Patrick Macnee"
"Amy Madigan"
"Tobey Maguire"
"John Mahoney"
"Tina Majorino"
"Karl Malden"
"Louis Malle"
"Dinah Manoff"
"Marilyn Manson"
"Joe Mantegna"
"Jane March"
"Cheech Marin"
"Penny Marshall"
"Dean Martin"
"Strother Martin"
"Lee Marvin"
"Mary Elizabeth Mastrantonio"
"Tim Matheson"
"Victor Mature"
"Joseph Mazzello"
"Rue McClanahan"
"Catherine McCormack"
"Dylan McDermott"
"Ian McDiarmid"
"Christopher McDonald"
"Mary McDonnell"
"Roddy McDowall"
"Natascha McElhone"
"Paul McGann"
"John C. McGinley"
"Patrick McGoohan"
"Elizabeth McGovern"
"Don McKellar"
"Nancy McKeon"
"William McNamara"
"Kristy McNichol"
"John McTiernan"
"Meat Loaf"
"Dale Midkiff"
"Toshirô Mifune"
"Ray Milland"
"Jonny Lee Miller"
"Hayley Mills"
"Rachel Miner"
"Kylie Minogue"
"Jay Mohr"
"Gretchen Mol"
"Ricardo Montalban"
"Dudley Moore"
"Mary Tyler Moore"
"Agnes Moorehead"
"Rick Moranis"
"Rita Moreno"
"Cathy Moriarty"
"Alanis Morissette"
"Pat Morita"
"Ennio Morricone"
"Errol Morris"
"Rob Morrow"
"David Morse"
"Viggo Mortensen"
"Mr. T"
"Audie Murphy"
"Ornella Muti"
"Jim Nabors"
"Kathy Najimy"
"Kitten Natividad"
"Bebe Neuwirth"
"Mike Newell"
"Mike Nichols"
"Connie Nielsen"
"Lisa Niemi"
"Chuck Norris"
"Edward Norton"
"Kim Novak"
"Danny Nucci"
"Catherine O'Hara"
"Michael O'Keefe"
"Tatum O'Neal"
"Heather O'Rourke"
"Maureen O'Sullivan"
"Annette O'Toole"
"Edward James Olmos"
"Ashley Olsen"
"Mary-Kate Olsen"
"Susan Olsen"
"Jerry Orbach"
"Miranda Otto"
"Kelly Packard"
"Joanna Pacula"
"Jack Palance"
"Michael Palin"
"Chazz Palminteri"
"Joe Pantoliano"
"Anna Paquin"
"Anne Parillaud"
"Michael Paré"
"Pier Paolo Pasolini"
"Mandy Patinkin"
"Robert Patrick"
"Will Patton"
"Adrian Paul"
"David Paymer"
"Guy Pearce"
"Sam Peckinpah"
"Nia Peeples"
"Amanda Peet"
"Chris Penn"
"Sydney Penny"
"Barry Pepper"
"Rosie Perez"
"Elizabeth Perkins"
"Max Perlich"
"Matthew Perry"
"Bernadette Peters"
"Lori Petty"
"Elizabeth Peña"
"Mekhi Phifer"
"Lou Diamond Phillips"
"Joaquin Phoenix"
"Summer Phoenix"
"Slim Pickens"
"Bronson Pinchot"
"Danny Pintauro"
"Maria Pitillo"
"Oliver Platt"
"Amanda Plummer"
"Christopher Plummer"
"Sidney Poitier"
"Sydney Pollack"
"Kevin Pollak"
"Tracy Pollan"
"Sarah Polley"
"Teri Polo"
"Annie Potts"
"CCH Pounder"
"William Powell"
"Priscilla Presley"
"Vincent Price"
"Jürgen Prochnow"
"Alex Proyas"
"Richard Pryor"
"Vincent Perez"
"Randy Quaid"
"Linnea Quigley"
"Aidan Quinn"
"Ted Raimi"
"Claude Rains"
"Charlotte Rampling"
"Anne Ramsey"
"Michael Rapaport"
"Basil Rathbone"
"John Ratzenberger"
"Stephen Rea"
"Ronald Reagan"
"Lynn Redgrave"
"Donna Reed"
"Oliver Reed"
"Robert Reed"
"Christopher Reeve"
"George Reeves"
"Rob Reiner"
"Judge Reinhold"
"Paul Reiser"
"James Remar"
"Lee Remick"
"Debbie Reynolds"
"Jonathan Rhys Meyers"
"Kim Richards"
"Miranda Richardson"
"Natasha Richardson"
"Diana Rigg"
"Joan Rivers"
"Jason Robards"
"Chris Rock"
"Robert Rodriguez"
"Ginger Rogers"
"Roy Rogers"
"Mark Rolston"
"Robert Romanus"
"George A. Romero"
"Mickey Rooney"
"Roseanne Barr"
"Katharine Ross"
"Rick Rossovich"
"Cynthia Rothrock"
"Gena Rowlands"
"Alan Ruck"
"Mercedes Ruehl"
"Jennifer Runyon"
"Geoffrey Rush"
"Ken Russell"
"Eva Marie Saint"
"Meredith Salenger"
"George Sanders"
"Julian Sands"
"Chris Sarandon"
"John Savage"
"Telly Savalas"
"Devon Sawa"
"Roy Scheider"
"Maximilian Schell"
"Vincent Schiavelli"
"Rob Schneider"
"Michael Schoeffling"
"Paul Schrader"
"Joel Schumacher"
"Til Schweiger"
"David Schwimmer"
"Annabella Sciorra"
"Tracy Scoggins"
"Izabella Scorupco"
"Campbell Scott"
"George C. Scott"
"Tony Scott"
"Kyle Secor"
"Kyra Sedgwick"
"George Segal"
"Ivan Sergei"
"Chloë Sevigny"
"Rufus Sewell"
"Tom Shadyac"
"Tony Shalhoub"
"Omar Sharif"
"Helen Shaver"
"Robert Shaw"
"Wallace Shawn"
"Craig Sheffer"
"Deborah Shelton"
"Sam Shepard"
"Cybill Shepherd"
"Nicollette Sheridan"
"Armin Shimerman"
"Talia Shire"
"Pauly Shore"
"Martin Short"
"Jonathan Silverman"
"Jean Simmons"
"O.J. Simpson"
"Bryan Singer"
"Lori Singer"
"Marc Singer"
"Tom Sizemore"
"Stellan Skarsgård"
"Ione Skye"
"Charles Martin Smith"
"Kurtwood Smith"
"Maggie Smith"
"Madolyn Smith Osborne"
"Jimmy Smits"
"Steven Soderbergh"
"P.J. Soles"
"Todd Solondz"
"Suzanne Somers"
"Barry Sonnenfeld"
"Kevin Sorbo"
"Timothy Spall"
"Vincent Spano"
"Tori Spelling"
"Jerry Springer"
"Jill St. John"
"Nick Stahl"
"John Stamos"
"Harry Dean Stanton"
"Barbara Stanwyck"
"Imelda Staunton"
"Rod Steiger"
"Howard Stern"
"Fisher Stevens"
"Stella Stevens"
"Patrick Stewart"
"David Ogden Stiers"
"Ben Stiller"
"Whit Stillman"
"Sting"
"Dean Stockwell"
"Matt Stone"
"Tom Stoppard"
"Peter Stormare"
"Julie Strain"
"Susan Strasberg"
"Sally Struthers"
"Gloria Stuart"
"Kristy Swanson"
"George Takei"
"Jeffrey Tambor"
"Jessica Tandy"
"Sharon Tate"
"Robert Taylor"
"Rod Taylor"
"Heather Thomas"
"Henry Thomas"
"Jonathan Taylor Thomas"
"Richard Thomas"
"Rachel Ticotin"
"Kevin Tighe"
"Rip Torn"
"Robert Towne"
"Nancy Travis"
"Danny Trejo"
"Stanley Tucci"
"Lana Turner"
"John Turturro"
"Cicely Tyson"
"Tracey Ullman"
"Jay Underwood"
"Robert Urich"
"Peter Ustinov"
"Lee Van Cleef"
"Dick Van Dyke"
"Gus Van Sant"
"Jim Varney"
"Robert Vaughn"
"Reginald VelJohnson"
"Jesse Ventura"
"Abe Vigoda"
"Jan-Michael Vincent"
"Robert Wagner"
"Tom Waits"
"Ally Walker"
"M. Emmet Walsh"
"Ray Walston"
"Melora Walters"
"Rachel Ward"
"Sophie Ward"
"David Warner"
"Sam Waterston"
"Emily Watson"
"Damon Wayans"
"Carl Weathers"
"Steven Weber"
"Peter Weir"
"Rachel Weisz"
"Tuesday Weld"
"Ming-Na Wen"
"George Wendt"
"Adam West"
"Frank Whaley"
"Forest Whitaker"
"Vanna White"
"Richard Widmark"
"Dianne Wiest"
"Kathleen Wilhoite"
"Billy Dee Williams"
"JoBeth Williams"
"Treat Williams"
"Vanessa Williams"
"Rita Wilson"
"Thomas F. Wilson"
"Oprah Winfrey"
"Henry Winkler"
"Mare Winningham"
"Shelley Winters"
"Alicia Witt"
"Katarina Witt"
"Mary Woronov"
"Kari Wuhrer"
"Noah Wyle"
"Amy Yasbeck"
"Bolo Yeung"
"Amy Yip"
"Michael York"
"Tina Yothers"
"Robert Young"
"Pia Zadora"
"Steve Zahn"
"Franco Zeffirelli"
"Anthony Zerbe"
"Catherine Zeta-Jones"
"Hans Zimmer"
"David Zucker"
"Daphne Zuniga"
"Edward Zwick"
"Maryam d'Abo"
"Olivia d'Abo"
"Jenna von Oÿ"
"Max von Sydow"
"Lars von Trier"
"Howard Ross"
"Robert Douglas"
"Charles Hawtrey"
"Hugh Herbert"
"Anthony Higgins"
"John Archer"
"Danny Dayton"
"Glenn Miller"
"Bryan Adams"
"Chantal Akerman"
"Edward Albert"
"Norma Aleandro"
"Corey Allen"
"Kirk Alyn"
"Eric Ambler"
"Gilbert M. 'Broncho Billy' Anderson"
"Björn Andrésen"
"Kenneth Anger"
"Philip Anglim"
"Paul Anka"
"Adam Ant"
"Arletty"
"Pedro Armendáriz Jr."
"Louis Armstrong"
"Peggy Ashcroft"
"Isaac Asimov"
"Jean-Pierre Aumont"
"Margaret Avery"
"Hoyt Axton"
"Joan Baez"
"Josephine Baker"
"Roy Ward Baker"
"Josiane Balasko"
"Russell Banks"
"Binnie Barnes"
"Richard Barthelmess"
"Geoffrey Bayldon"
"Kabir Bedi"
"Noah Beery"
"Richard Belzer"
"Maurice Benard"
"Peter Benchley"
"Iris Berben"
"Luca Bercovici"
"Marisa Berenson"
"Edgar Bergen"
"Claude Berri"
"Chuck Berry"
"Turhan Bey"
"Charles Bickford"
"Andrew Birkin"
"Steve Bisley"
"Björk"
"Rubén Blades"
"Moritz Bleibtreu"
"Claire Bloom"
"Ann Blyth"
"John Wayne Bobbitt"
"Lloyd Bochner"
"Dirk Bogarde"
"Corinne Bohrer"
"Romane Bohringer"
"Ray Bolger"
"Jesse Borrego"
"Élodie Bouchez"
"Clara Bow"
"Peter Boyle"
"Ray Bradbury"
"Klaus Maria Brandauer"
"Ewen Bremner"
"Richard Briers"
"Christie Brinkley"
"Blair Brown"
"Roscoe Lee Browne"
"Horst Buchholz"
"Emma Bunton"
"Tom Burlinson"
"Spring Byington"
"Sebastian Cabot"
"Rory Calhoun"
"Naomi Campbell"
"Christy Canyon"
"Truman Capote"
"Tantoo Cardinal"
"Leslie Caron"
"Elpidia Carrillo"
"Leo G. Carroll"
"Johnny Carson"
"Vincent Cassel"
"George Chakiris"
"Jeff Chandler"
"Patricia Charbonneau"
"Cyd Charisse"
"Maury Chaykin"
"Leslie Cheung"
"Maurice Chevalier"
"Shin'ichi Chiba"
"David Chokachi"
"Sarita Choudhury"
"Agatha Christie"
"Thomas Haden Church"
"Tom Clancy"
"Eric Clapton"
"Arthur C. Clarke"
"Christian Clavier"
"Lee J. Cobb"
"Randall 'Tex' Cobb"
"Charles Coburn"
"Iron Eyes Cody"
"Phil Collins"
"William Conrad"
"Richard Conte"
"Tom Conti"
"Kevin Corcoran"
"Costa-Gavras"
"Noël Coward"
"Jeanne Crain"
"Matt Craven"
"Broderick Crawford"
"Hume Cronyn"
"Mary Crosby"
"Ben Cross"
"Sheryl Crow"
"Maria Grazia Cucinotta"
"George Cukor"
"Michael Curtiz"
"Roger Daltrey"
"Tyne Daly"
"Jane Darwell"
"Sammy Davis Jr."
"Ann B. Davis"
"Cliff De Young"
"Gloria DeHaven"
"Ruby Dee"
"Vanessa del Rio"
"Dean Devlin"
"Madhuri Dixit"
"Roger Donaldson"
"Stanley Donen"
"Brian Donlevy"
"Diana Dors"
"Melvyn Douglas"
"Robert Downey Sr."
"Irene Dunne"
"Jimmy Durante"
"Deanna Durbin"
"Dan Duryea"
"Sheena Easton"
"Alison Eastwood"
"Christine Ebersole"
"Richard Edson"
"Samantha Eggar"
"Lisa Eichhorn"
"Lisa Eilbacher"
"Kathryn Erbe"
"Leif Erickson"
"Giancarlo Esposito"
"Gloria Estefan"
"Ramon Estevez"
"Linda Evans"
"Frances Farmer"
"Mimsy Farmer"
"Richard Farnsworth"
"Will Ferrell"
"Mel Ferrer"
"Lou Ferrigno"
"Sally Fields"
"Peter Finch"
"Jason Flemyng"
"Dexter Fletcher"
"Frederic Forrest"
"Steve Forrest"
"Bob Fosse"
"Edward Fox"
"James Franciscus"
"Carl Franklin"
"Brenda Fricker"
"Gert Fröbe"
"Lucio Fulci"
"Samuel Fuller"
"Annette Funicello"
"Zach Galligan"
"Michael Gambon"
"John Garfield"
"Greer Garson"
"Vittorio Gassman"
"Will Geer"
"Judy Geeson"
"Bob Geldof"
"Laura Gemser"
"Henry Gibson"
"Marie Gillain"
"Robin Givens"
"Sharon Gless"
"Julian Glover"
"Paulette Goddard"
"Judith Godrèche"
"Ruth Gordon"
"Betty Grable"
"Gloria Grahame"
"Faye Grant"
"Rodney A. Grant"
"Karen Grassle"
"Jennifer Gray"
"Sydney Greenstreet"
"Kim Greist"
"Wayne Gretzky"
"Paul Guilfoyle"
"Paul Guilfoyle"
"Alan Hale"
"Arsenio Hall"
"Lasse Hallström"
"Margaret Hamilton"
"Harry Hamlin"
"Adam Hann-Byrd"
"Melora Hardin"
"Tonya Harding"
"Dorian Harewood"
"Mariska Hargitay"
"Tess Harper"
"Gregory Harrison"
"Kathryn Harrold"
"Laurence Harvey"
"Amy Heckerling"
"Ernest Hemingway"
"Paul Henreid"
"Pamela Hensley"
"Gregory Hines"
"Judd Hirsch"
"Agnieszka Holland"
"Celeste Holm"
"Sandrine Holt"
"Edward Everett Horton"
"John Houseman"
"Trevor Howard"
"Tab Hunter"
"Mary Beth Hurt"
"Betty Hutton"
"Billy Idol"
"Jack Cardiff"
"Alfred Abel"
"Herbert Achternbusch"
"Edvin Adolphson"
"Moustapha Akkad"
"Hans Albers"
"Henri Alekan"
"Nusrat Fateh Ali Khan"
"John A. Alonzo"
"Willeke van Ammelrooy"
"Tori Amos"
"Laurie Anderson"
"Oscar Apfel"
"Alexandre Arcady"
"Imanol Arias"
"Harold Arlen"
"George Arliss"
"Vic Armstrong"
"Anthony Asquith"
"Jacques Audiard"
"Michel Audiard"
"Pupi Avati"
"Hy Averback"
"Gabriel Axel"
"Charles Aznavour"
"Hector Babenco"
"John Debney"
"Kevin Brownlow"
"Frank DeCaro"
"Yves Robert"
"Claude Miller"
"Christopher Bradley"
"Carlos Gallardo"
"Gian Maria Volontè"
"Erich von Stroheim"
"Prince"
"Katt Shea"
"Anthony Valentine"
"Sam Douglas"
"Tzi Ma"
"Harry Van Gorkum"
"Gerard Kelly"
"John Carroll Lynch"
"J.P. Manoux"
"Edmon Ryan"
"Rex Ingram"
"Pat O'Brien"
"Loren Avedon"
"Timm Zemanek"
"Carl Davis"
"Montagu Love"
"Richard Burns"
"Al Sapienza"
"Stephen Lang"
"Roger Christian"
"Stuart Gordon"
"Adrian G. Griffiths"
"Kate O'Toole"
"Jim Meskimen"
"John Williams"
"JD Roberto"
"Dante Basco"
"Dionysio Basco"
"Christopher Young"
"John Williams"
"David Hare"
"Hans Moser"
"Giorgio Moroder"
"Nigel Plaskitt"
"Dwayne Adway"
"Scott Shaw"
"Todd Baker"
"Harry Jay Knowles"
"Shannon Elizabeth"
"Burnie Burns"
"Bob Marley"
"John Bowker"
"Harry Carey"
"David Avallone"
"Lee Purcell"
"Emmy Rossum"
"Miles Davis"
"John Jabaley"
"Mena Suvari"
"Claudette Nevins"
"Billy Maddox"
"Melissa Reneé Martin"
"Glenn Saxson"
"David Fickas"
"Robert Blanche"
"Anita Loos"
"Félix de Pomés"
"Warwick Young"
"Yûki Masuda"
"Joe Johnston"
"Benedikt Brydern"
"Gary Ross"
"Orestes Matacena"
"Diane Ladd"
"George 'Buck' Flower"
"Trevor Black"
"Danica DeCosto"
"Leland L. Jones"
"Juan José Campanella"
"Ben Eberhard"
"Daniel McVicar"
"Blanche Friderici"
"Romy Schneider"
"Norma Maldonado"
"Johnny Hallyday"
"Mia Korf"
"Laurie Murdoch"
"Scott Levy"
"Ashley Edner"
"Bobby Edner"
"Miguel Ligero"
"Soledad Miranda"
"Neil Delama"
"Michael Kearns"
"William T. Orr"
"Beatrice Ring"
"Kelsa Kinsly"
"Alan Myerson"
"Stephen Blackehart"
"Ann E. Todd"
"Ann Todd"
"Burke Moses"
"Muse Watson"
"Andy Thompson"
"Alexander Skarsgård"
"Ray Brady"
"Julie St. Claire"
"Moe Howard"
"Kristina Anapau"
"Verton R. Banks"
"Michael Boisvert"
"Costas Ferris"
"Barry Gibb"
"Julio Iglesias"
"Kevin Mukherji"
"Mari Weiss"
"Andrew Stevens"
"Kevin McCarthy"
"Kenneth Hughes"
"Ron Gilbert"
"Anita Finlay"
"Rosa Maria Sardà"
"Michael Jordan"
"Suze Randall"
"Joe Zimmerman"
"Mason Alan Dinehart"
"Alan Dinehart"
"Alan Dinehart"
"Lew Brown"
"Sebastian Roché"
"James DuMont"
"Arno"
"Roger Cross"
"Rachel Talalay"
"Bailey Chase"
"Fabian"
"Cesar Romero"
"Christine Lakin"
"Anthony C. Ferrante"
"Dolores del Rio"
"Pedro de Cordoba"
"Jean-Christophe Bouvet"
"Victoria Barkoff"
"Alan Bennett"
"Luciano Fineschi"
"Sara Barrett"
"Marc Summers"
"Jace Alexander"
"Arron Wayne Cull"
"David S. Cass Sr."
"Athena Massey"
"Harry Davenport"
"Mel Welles"
"C. Ernst Harth"
"Joe Hackett"
"Matthew Wood"
"Cheryl Anderson"
"Stanley Andrews"
"Ed Begley"
"Edgar Soberón Torchia"
"Heli Finkenzeller"
"Jordi Mollà"
"Sterling Wolfe"
"Fritz Rasp"
"Kristofor Brown"
"Oskar Sima"
"Joseph Crehan"
"Taylor St. Clair"
"John Putch"
"C. Andrew Nelson"
"Kitarô"
"Howard Duff"
"Peter Foldy"
"Karlheinz Böhm"
"Herbert Marshall"
"Judy Norton"
"Harry Langdon"
"Nathan Anderson"
"Alain Zouvi"
"David Arnold"
"Rob Cohen"
"George Grossmith"
"Hank Mann"
"Asta Nielsen"
"Bubba Baker"
"Carl Theodor Dreyer"
"Simone de Beauvoir"
"John Henry Canavan"
"Michael Lennick"
"Nash Edgerton"
"Heinrich Schafmeister"
"Steve Tom"
"Victor Brooks"
"Jamie Gillis"
"Alka Yagnik"
"Michel Blanc"
"Daniela Akerblom"
"Melanie J. Elin"
"Nikolay Cherkasov"
"Roger Taylor"
"Kevin R. Hershberger"
"Magda Schneider"
"Gustav Knuth"
"Theo Lingen"
"Fred Zinnemann"
"Barry Papick"
"Philippe de Broca"
"Troy Bishop"
"Michael Man-Kin Chow"
"Kevin Smith"
"Heidemarie Hatheyer"
"Charlie Condou"
"Ryan Glorioso"
"Anne-Marie Blanc"
"Moet Meira"
"Ben Zeller"
"Michael Legge"
"Jason Waters"
"C. Courtney Joyner"
"Kate Reid"
"Otakar Brousek"
"Otakar Brousek"
"Florian Henckel von Donnersmarck"
"Tim McCoy"
"Sue Randall"
"Angie Hill"
"Owen Roe"
"Julie Dretzin"
"Robin Driscoll"
"Anthony Green"
"Alessandra Torresani"
"Joe Grisaffi"
"Bil Yoelin"
"Sean Michael Fish"
"Liselotte Pulver"
"Michael Clarke Duncan"
"Nick Brimble"
"Ingrid Schoelderle"
"Michael Powell"
"Jack Blum"
"Darla Crane"
"Michael Townsend Wright"
"Mel Stewart"
"Owen Brenman"
"David Caprita"
"David Jensen"
"Donald Brian"
"Marilyn Ghigliotti"
"J.A. Steel"
"Ramon Novarro"
"Michael Lonsdale"
"Travis Fine"
"Brian Tyler"
"Jeff Ferris"
"Julianne Buescher"
"Bob Clendenin"
"Will Wallace"
"David Winning"
"Blake Bashoff"
"Ian James Corlett"
"Pat Mastroianni"
"Frank C. Turner"
"Stephanee LaFleur"
"Daniel Schweiger"
"Lydia Cornell"
"Mohandas K. Gandhi"
"Butch McCain"
"Marklen Kennedy"
"Daniel Bacon"
"Lillian Buyeff"
"John Karyus"
"Larry A. Thompson"
"Brian Cox"
"Andrew Stanton"
"Yvon Sarray"
"Russell Yuen"
"Jim Michaels"
"Geoff Marslett"
"Travis Davis"
"Bobbie Phillips"
"Alec Von Bargen"
"Ellen Wheeler"
"Jayant"
"Gulshan Grover"
"Mark Frost"
"David McKail"
"Aure Atika"
"Tasma Walton"
"Tia Texada"
"Vince Corazza"
"Mikko Nousiainen"
"Don Kirshner"
"Bo Svenson"
"Tom Tangen"
"Dick Vosburgh"
"Kenny Hotz"
"Debbie Rochon"
"David Acord"
"Bey Logan"
"Dick Ziker"
"Adam Greenberg"
"Erik Svane"
"Nick Gillard"
"Ângelo Antônio"
"Fidel Castro"
"Jacques Tati"
"Georges Corraface"
"Pino Ammendola"
"André Kaminski"
"Lynn Latham"
"Judy Herrera"
"Maria Herrera"
"Anne Hathaway"
"Paul Hipp"
"Anne Francis"
"Cristine Rose"
"Clifton Collins Jr."
"Nargis"
"Raj Kapoor"
"Matt Bellner"
"Nadia Bjorlin"
"Michael Stearns"
"Buddy Bregman"
"Alexandra Adi"
"Gavin Hood"
"George Miller"
"Shirley Knight"
"Larry Fine"
"Lawrence R. Leritz"
"Robert B. Weide"
"Rekha"
"Hrithik Roshan"
"Kam Heskin"
"Roger Ashton-Griffiths"
"Lisa Jakub"
"Michael Roberds"
"Rakesh Roshan"
"Fred Williamson"
"Tom Wolfe"
"Robert Lyon Rasner"
"Robert David Hall"
"John Dykstra"
"Franka Potente"
"Antoine de Caunes"
"Emma de Caunes"
"Jean-Jacques Vanier"
"Adam Scott"
"Kathy Wittes"
"Mark Neveldine"
"Jonathan Levit"
"S.P. Balasubrahmanyam"
"Taraka Rama Rao Nandamuri"
"Kajol"
"Dharmendra"
"Prithviraj Kapoor"
"Shammi Kapoor"
"Shashi Kapoor"
"Rajesh Khanna"
"Sridevi"
"Clare Kramer"
"Jean-Louis Trintignant"
"Akkineni Nageshwara Rao"
"Heinz Rühmann"
"Satyanarayana Kaikala"
"J.V. Somayajulu"
"Kota Srinivasa Rao"
"Bruno Ganz"
"Juhi Chawla"
"Simon de La Brosse"
"Gordon Lightfoot"
"Van Johnson"
"Jason Alexander"
"David Copperfield"
"Vanessa Williams"
"Darren Shahlavi"
"Tom Sito"
"Ben Hernandez Bray"
"Walter Murch"
"Matt Granger"
"Peter Greenwood"
"Hema Malini"
"Rhoda Kaindl"
"Ike Gingrich"
"Sanjay Dutt"
"Sunil Dutt"
"Dan van Husen"
"Sobhan Babu"
"John Fasano"
"Jérôme Savary"
"Steve Binder"
"Dick Smith"
"Alfred F. Woodley"
"Thomas Morris"
"Eddie Mui"
"Daniel Gélin"
"Kareena Kapoor"
"Seeta Rama Anjaneyulu Chilakalapudi"
"Andrea Powell"
"Marc Forget"
"Antonio Sabato Jr."
"Antonio Sabato"
"Carroll Baker"
"Marisa Paredes"
"Rocco Salata"
"Rajkumar"
"Kevin Cooney"
"Laura Albert"
"Amy Lyndon"
"Ivan Rogers"
"Aaliyah"
"Mark Addy"
"Lou Adler"
"Christina Aguilera"
"Jessica Alba"
"Buzz Aldrin"
"Erika Alexander"
"Kim Alexis"
"Lucky Ali"
"Tatyana Ali"
"Marcus Allen"
"Marty Allen"
"Herb Alpert"
"Summer Altice"
"Louie Anderson"
"Mario Andretti"
"Michael Andretti"
"Giuseppe Andrews"
"Naveen Andrews"
"Marc Anthony"
"Fiona Apple"
"Jodi Applegate Kay"
"Giorgio Armani"
"Will Arnett"
"Darren Aronofsky"
"Peter Asher"
"Desmond Askew"
"Jennifer Aspen"
"Patti Austin"
"Erykah Badu"
"Tyra Banks"
"Christine Baranski"
"Charles Barkley"
"Lance Bass"
"Kylie Bax"
"Carole Bayer Sager"
"Michael Beach"
"Orson Bean"
"Garcelle Beauvais"
"Boris Becker"
"Tyson Beckford"
"James Van Der Beek"
"Jason Behr"
"Shari Belafonte"
"Catherine Bell"
"Lauralee Bell"
"Bill Bellamy"
"Camilla Belle"
"Maria Bello"
"Gil Bellows"
"Lawrence Bender"
"Paulo Benedeti"
"Tony Bennett"
"Wes Bentley"
"Julie Benz"
"Emily Bergl"
"Marilyn Bergman"
"Crystal Bernard"
"Troy Byer"
"Leslie Bibb"
"Jessica Biel"
"Jason Biggs"
"Clint Black"
"Selma Blair"
"Kayla Blake"
"Jennifer Blanc-Biehn"
"Rachel Blanchard"
"Mary J. Blige"
"Andrea Bocelli"
"Steven Bochco"
"Joseph Bologna"
"Pat Boone"
"David Boreanaz"
"Da Brat"
"Toni Braxton"
"Lisa Brenner"
"Angelica Bridges"
"Todd Bridges"
"Erin Brockovich-Ellis"
"Adrien Brody"
"Garth Brooks"
"Meredith Brooks"
"Bobbie Brown"
"Kimberly J. Brown"
"Ryan Browning"
"Delta Burke"
"Brooke Burns"
"Saffron Burrows"
"Rebeccah Bush"
"Amanda Bynes"
"Scott Caan"
"Linda Lee Cadwell"
"Ashley Tesoro"
"Monica Calhoun"
"Glen Campbell"
"Tevin Campbell"
"Bruno Campos"
"Stephen J. Cannell"
"Mark Canton"
"Jessica Capshaw"
"Nestor Carbonell"
"Linda Cardellini"
"Drew Carey"
"Adam Carolla"
"Charisma Carpenter"
"Lisa Nicole Carson"
"Aaron Carter"
"Chris Carter"
"Deana Carter"
"Lynda Carter"
"Nancy Cartwright"
"Jessica Cauffiel"
"Christine Cavanaugh"
"Lumi Cavazos"
"Matt Cedeño"
"Jo Champa"
"Charo"
"Morris Chestnut"
"Michael Chiklis"
"Melanie C"
"Scarlett Chorvat"
"China Chow"
"Emmanuelle Chriqui"
"Helena Christensen"
"Eddie Cibrian"
"Spencer Treat Clark"
"Tamara Clatterbuck"
"Natalie Cole"
"Paula Cole"
"Gary Collins"
"Stephen Collins"
"Sean 'Diddy' Combs"
"Coolio"
"Alice Cooper"
"Stewart Copeland"
"Billy Corgan"
"Don Cornelius"
"Dan Cortese"
"Elvis Costello"
"Marisa Coughlan"
"Walter Cronkite"
"Cathy Lee Crosby"
"David Crosby"
